,ID_unique_lake,geometry,id,areaKm2,count,label,has_is2,ysort
0,12,"POLYGON ((2051098.1004856713 634046.7058540098, 2051025.2050828265 634024.1720268688, 2051017.6500921187 634048.6113934892, 2050944.7551019604 634026.0767423197, 2050937.2000885617 634050.5151503221, 2050864.30551109 634027.9796751278, 2050879.4147096542 633979.1045062889, 2050806.5197393135 633956.570812846, 2050776.3012515276 634054.3173160818, 2050703.4074994423 634031.7801928534, 2050718.516788624 633982.9088584404, 2050645.6226436195 633960.3735169441, 2050615.4039747692 634058.1123513657, 2050469.6182655417 634013.0348534492, 2050401.6140631954 634232.9263300357, 2050328.7238422798 634210.3798309522, 2050321.1666328236 634234.8108984942, 2050248.2768246923 634212.2635754558, 2050240.719592796 634236.6936844147, 2050167.830197449 634214.1455374252, 2050160.272943133 634238.5746878062, 2050087.3839605812 634216.0257168723, 2050125.165977933 634093.8834071788, 2050198.05630379 634116.4280354545, 2050266.0480138732 633896.5583893466, 2050338.9409011472 633919.0952451945, 2050346.4943486273 633894.6639658815, 2050419.3876485585 633917.1999977144, 2050442.0470498472 633843.9030140336, 2050514.9412994604 633866.4364846812, 2050537.598886039 633793.1360852649, 2050610.4940852474 633815.6669946894, 2050618.0463002878 633791.2324796364, 2050690.941912107 633813.7625650127, 2050698.494104449 633789.3270913673, 2050771.3901288705 633811.8563526892, 2050778.942298493 633787.4199204462, 2050851.838735518 633809.94835771, 2050882.045575905 633712.1982544222, 2050954.943230776 633734.7232617554, 2050924.7353167017 633832.4768395255, 2050997.6320420506 633855.0053658951, 2050982.5258009103 633903.8833520551, 2051055.4221335205 633926.4136602086, 2051062.9756681537 633901.9738435164, 2051135.8724134013 633924.5033276168, 2051098.1004856713 634046.7058540098))",+106669-103156,0.21233883746990478,110,1,True,634238.5746878062
1,21,"POLYGON ((2030695.432782188 638492.1581131725, 2030622.6810812894 638469.2834911275, 2030615.0731253917 638493.479746972, 2030469.5706967243 638447.7289036828, 2030484.7852299374 638399.3397688827, 2030412.0336844537 638376.4661482864, 2030442.4582011753 638279.6902585736, 2030515.2108367977 638302.5604116002, 2030530.421910428 638254.1701891728, 2030603.175233712 638277.0386532354, 2030580.3573732874 638349.6264516418, 2030653.1100217083 638372.4975612604, 2030645.503219081 638396.6941796942, 2030718.255737635 638419.5662010611, 2030695.432782188 638492.1581131725))",+106262-103394,0.03830469882693618,20,1,True,638493.479746972
2,5,"MULTIPOLYGON (((2038117.5090622809 641840.0416235364, 2038044.7525753728 641817.1292907695, 2038037.104727005 641841.4139855917, 2037964.348656334 641818.5008309847, 2037971.9962316803 641794.2170031039, 2037899.2400312033 641771.3047605394, 2037891.5927288774 641795.5877214803, 2037818.8369446266 641772.674657076, 2037811.189625983 641796.9566599575, 2037738.4342579676 641774.0427737199, 2037730.7869230278 641798.3238185459, 2037876.2972561822 641844.1533699842, 2037861.000626104 641892.7186539622, 2037933.7554613743 641915.6352311934, 2037941.4041941483 641891.3517678453, 2038014.1594456933 641914.2675232574, 2038021.808162164 641889.9831018387, 2038094.5638299761 641912.8980354256, 2038117.5090622809 641840.0416235364)), ((2037757.6502941137 641966.9281284355, 2037795.8941206872 641845.5203923419, 2037723.139298763 641822.6047722477, 2037684.8968375972 641944.008173757, 2037757.6502941137 641966.9281284355)))",+106217-103292,0.009609730001435,5,1,True,641966.9281284355
3,16,"POLYGON ((1948850.4835548482 645271.7486991493, 1948778.2243594748 645247.8234069058, 1948732.0878820613 645387.1481582507, 1948659.8305340132 645363.2177451989, 1948652.1404378465 645386.4373553916, 1948579.8835115638 645362.5061265898, 1948618.3297999417 645246.4114643483, 1948690.5881518833 645270.3383881465, 1948698.2768646462 645247.1183198295, 1948626.0182276035 645223.1922570423, 1948687.515688551 645037.4353008643, 1948759.7766060326 645061.354475442, 1948736.7162781784 645131.0166040913, 1948881.2368128293 645178.86025514, 1948850.4835548482 645271.7486991493))",+104995-104389,0.04996846975317067,27,1,True,645387.1481582507
4,10,"POLYGON ((1905815.6850941102 648204.3749562763, 1905743.6927932843 648179.8889974696, 1905751.4161784435 648157.180671489, 1905679.4237193188 648132.6956159148, 1905694.869094384 648087.2804035625, 1905622.8761852216 648062.7971090623, 1905615.153924718 648085.5039034049, 1905543.161440748 648061.0197964462, 1905496.8239465184 648197.2534830286, 1905424.8333466481 648172.7642744788, 1905393.9374401178 648263.5814603232, 1905321.9481409886 648239.088865924, 1905314.2237798662 648261.7920744834, 1905242.2349060168 648237.29866768, 1905188.1588467876 648396.2125457181, 1905260.1456773935 648420.7119570235, 1905128.7579581938 648806.6414596615, 1905200.7399579654 648831.1554980552, 1905169.812670907 648921.9620022287, 1905097.831839625 648897.4445329978, 1905082.3671573754 648942.84551688, 1905010.3870438118 648918.3263776964, 1905079.9669642807 648714.0267675876, 1905007.984355081 648689.5153932197, 1905015.7138128502 648666.8158336878, 1905087.6967141153 648691.3263503305, 1905141.7973891175 648532.4208508064, 1905069.812443682 648507.916338338, 1905139.3483508842 648303.6103577295, 1905067.3609113793 648279.113610564, 1905098.2575585868 648188.3119902606, 1905170.2461655939 648212.8053062737, 1905224.306926899 648053.8929229698, 1905296.2977100608 648078.3802797147, 1905304.019885704 648055.6772847696, 1905376.011094076 648080.1638290762, 1905399.1768731412 648012.0517186789, 1905471.1690902247 648036.5357348715, 1905478.8907672476 648013.8306562132, 1905550.883409511 648038.3138599464, 1905566.3265353625 647992.9017109176, 1905638.3198945227 648017.383244337, 1905646.0413433183 647994.6761739611, 1905718.035127642 648019.1568949069, 1905725.756597567 647996.4488746669, 1905797.7508070474 648020.928783133, 1905790.0290454223 648043.6376612331, 1905862.0230966692 648068.1184729431, 1905815.6850941102 648204.3749562763))",+104317-104913,0.1725483120801822,95,1,True,648942.84551688
5,9,"POLYGON ((1892269.0930759856 649287.4161291348, 1892197.188772029 649262.7438666669, 1892212.6610815665 649217.6499546665, 1892140.7563221236 649192.9794512362, 1892148.4917799358 649170.4332137641, 1892076.5868589948 649145.7636125778, 1892068.8516951434 649168.3089932539, 1891996.9472006229 649143.6385807183, 1891989.2120620988 649166.1830124314, 1891917.3079939988 649141.5117885502, 1891909.5728808225 649164.0552713065, 1891837.6692391497 649139.3832360856, 1891806.7272762668 649229.5528182656, 1891734.8249430528 649204.8774013923, 1891727.0890748436 649227.4187097296, 1891655.1871680932 649202.7424815414, 1891631.9788340493 649270.363283191, 1891703.8798586498 649295.0420816492, 1891688.4057048934 649340.1238686531, 1891616.5052684438 649315.443356699, 1891608.7680827715 649337.9832551664, 1891536.8680728355 649313.3019319269, 1891567.8140277443 649223.1452119021, 1891495.9129739327 649198.4673610983, 1891464.9681953215 649288.6206541441, 1891393.0684502178 649263.9394218143, 1891385.3318782675 649286.4766578777, 1891313.432559673 649261.794614268, 1891267.0092533384 649397.0109542588, 1891338.9068071253 649421.698138192, 1891300.2118629823 649534.3801694438, 1891228.315780149 649509.6887020043, 1891220.5762799343 649532.2239749056, 1891148.6806237164 649507.5316962454, 1891140.9411492094 649530.0660202387, 1891069.0459196158 649505.3729303646, 1891022.6051994613 649640.5717974979, 1890950.7118678438 649615.8736130701, 1890919.7471950925 649706.0009198191, 1890847.855173117 649681.2993542635, 1890863.337457805 649636.237598667, 1890791.4449795473 649611.5377918846, 1890799.1854248727 649589.0076323794, 1890727.2927846697 649564.3087277228, 1890719.5526336543 649586.8380305783, 1890647.6604201184 649562.1383147454, 1890678.6182362807 649472.0239765834, 1890606.7249779287 649447.3277328315, 1890598.9862208327 649469.8555990445, 1890527.0933891055 649445.1585441001, 1890519.3546578628 649467.6854614476, 1890447.4622527694 649442.9875953171, 1890439.7235474007 649465.5135638032, 1890367.8315689415 649440.8148864905, 1890360.092889468 649463.3399061209, 1890288.2013376532 649438.6404176328, 1890280.4626840954 649461.164488413, 1890208.5715589202 649436.4641887516, 1890177.6154381712 649526.5561232041, 1890105.725622686 649501.8524425069, 1890059.2851566882 649636.9824378056, 1889987.3972398674 649612.2736629412, 1889995.137694018 649589.7530842318, 1889923.2496150855 649565.0452114377, 1889915.5094553516 649587.5649335519, 1889843.621803136 649562.8562496356, 1889866.8405941022 649495.2993764047, 1889938.7291295363 649520.0054905291, 1889961.946388651 649452.4452175127, 1890033.835939514 649477.148807277, 1890049.3133592377 649432.1064509648, 1890121.203631112 649456.8083729552, 1890144.4186309949 649389.2415770425, 1890216.309918162 649413.9409746066, 1890224.0480090224 649391.4176682552, 1890295.9397228202 649416.1162546427, 1890326.890579559 649326.0186806464, 1890398.783602805 649350.713885898, 1890406.5209402575 649328.1884052485, 1890478.4143901 649352.8827992992, 1890486.1517533907 649330.3563697926, 1890558.0456298194 649355.0499526357, 1890565.783018928 649332.5225742664, 1890637.6773219411 649357.215345898, 1890653.15188331 649312.1585992285, 1890725.0469071174 649336.849702964, 1890732.7840793454 649314.3203346577, 1890804.6795297235 649339.0106271678, 1890827.8903182405 649271.4193990384, 1890899.786783544 649296.1071669293, 1890953.9379526295 649138.3850779611, 1891025.8366092646 649163.0668943293, 1891041.3065436918 649118.0008973314, 1890969.4072988746 649093.3207944166, 1890992.6093045834 649025.7236779017, 1891064.509431597 649050.4012106099, 1891056.775404128 649072.9345316761, 1891128.6753694704 649097.6129665622, 1891136.4096909952 649075.0787887555, 1891208.310082784 649099.7564123399, 1891223.778508381 649054.6860667598, 1891151.8775285105 649030.01015667, 1891144.1437440088 649052.5445187904, 1891072.243190565 649027.8677973892, 1891095.4428564524 648960.2670048291, 1891167.3442919718 648984.9411559773, 1891175.07727093 648962.4065174111, 1891246.9791328472 648987.0798572324, 1891231.5123183948 649032.150755735, 1891303.4137246844 649056.8258545067, 1891318.8811271589 649011.7532424851, 1891390.7832538763 649036.4266731733, 1891398.516846305 649013.8893721703, 1891254.7121372838 648964.5442697604, 1891293.3731315248 648851.8649503272, 1891365.2768896574 648876.5331949391, 1891380.7399954859 648831.459108682, 1891524.5490846985 648880.7923070244, 1891509.0848031496 648925.8698204409, 1891580.9889585192 648950.5382013341, 1891557.789640098 649018.1563507725, 1891629.6930460152 649042.8273474501, 1891637.4267146953 649020.2871996684, 1891709.330547008 649044.9573850007, 1891740.2637116627 648954.7924452327, 1891812.168852177 648979.4592488279, 1891796.702219174 649024.5436166013, 1891868.6069042613 649049.2121792262, 1891860.8728909036 649071.7550816805, 1891932.7774144842 649096.4245465379, 1891955.9795305275 649028.7929923182, 1892027.8850683752 649053.4599322171, 1892035.6188637214 649030.9150396959, 1892107.5248279413 649055.581168224, 1892099.7907386755 649078.1269175537, 1892171.6965414376 649102.7939483308, 1892156.2269690926 649147.886884121, 1892300.0377962724 649197.2245092305, 1892269.0930759856 649287.4161291348))",+104089-105077,0.5613767971277177,311,1,True,649706.0009198191
6,8,"POLYGON ((1857447.850308099 655477.9328940731, 1857376.2168185136 655452.6540300276, 1857352.785090062 655519.0494533716, 1857281.1526340921 655493.7680745058, 1857265.530765728 655538.0295176127, 1857193.899042181 655512.746477505, 1857186.0880137156 655534.8762059051, 1857257.7194359924 655560.1600995535, 1857249.9078425558 655582.2905884155, 1857178.2767215595 655557.0058412299, 1857147.02891605 655645.5234517115, 1857075.399130185 655620.2353362759, 1857083.2111757724 655598.1069268058, 1857011.5812184878 655572.8197107497, 1857019.3926990896 655550.6920617179, 1856876.1325715834 655500.1194742152, 1856868.3216936002 655522.2454162053, 1856796.6921259891 655496.958337714, 1856788.8812856788 655519.0833331147, 1856717.2521492632 655493.7954469603, 1856686.0073570625 655582.291083782, 1856614.3795558936 655556.9998294668, 1856606.5680001597 655579.1226524806, 1856534.9406302238 655553.8305905274, 1856472.441105847 655730.8029956205, 1856544.066064475 655756.1018853837, 1856528.4379445359 655800.3457626032, 1856600.0624300952 655825.6464051546, 1856584.432652796 655869.891616827, 1856656.0566652508 655895.1940121611, 1856663.8719871945 655873.0705994327, 1856735.4964310084 655898.3721871907, 1856751.1268869971 655854.1233754477, 1856822.7520636441 655879.4233021643, 1856807.121004702 655923.6738208291, 1856878.7457082747 655948.9755003478, 1856886.5616710472 655926.8494341181, 1856958.1868059898 655952.1503060578, 1856950.3705417346 655974.2772257497, 1857021.995505086 655999.5789970361, 1856998.5442258706 656065.9617576405, 1856926.9201670303 656040.6574259843, 1856856.5548057223 656239.792996396, 1856784.9335908496 656214.4810297281, 1856792.7527173143 656192.3560813174, 1856721.1313307176 656167.0450139687, 1856736.7681895627 656122.7965444896, 1856665.1463296628 656097.487229881, 1856672.9640620719 656075.3637088282, 1856601.3420304733 656050.0552935391, 1856593.5245996367 656072.1779611665, 1856521.9029994737 656046.8687383425, 1856514.0856066127 656068.9904593985, 1856442.4644378936 656043.6804290457, 1856434.6470830294 656065.801203535, 1856363.0263457552 656040.4903656575, 1856370.8433990283 656018.3704445816, 1856299.222490015 655993.0605060057, 1856353.9323719123 655838.224424597, 1856282.3094818925 655812.9205058778, 1856274.4948767065 655835.0393720247, 1856202.8724180502 655809.734645745, 1856195.057850832 655831.8525653427, 1856051.8139260812 655781.2415435426, 1856083.068201542 655692.7761339429, 1856154.6913050516 655718.0782081767, 1856240.6221365852 655474.7812637488, 1856168.995717278 655449.4885775701, 1856192.4249598852 655383.1354713258, 1856264.0522832873 655408.4255970506, 1856318.7134009462 655253.5924512204, 1856390.342963391 655278.8766482598, 1856398.1509414976 655256.7564017411, 1856469.7809350675 655282.0397910958, 1856477.5889508596 655259.9185980175, 1856549.219375552 655285.2011796833, 1856557.0274290089 655263.0790400398, 1856628.658284815 655288.3608140098, 1856636.4663759149 655266.2377277949, 1856708.0976628375 655291.5186940666, 1856715.9057915602 655269.3946612761, 1856787.5375095902 655294.6748198431, 1856779.7290796314 655316.7997061742, 1856851.3606263057 655342.0807641204, 1856859.1693575012 655319.9550242473, 1856930.8013352936 655345.2352744892, 1856938.6101040717 655323.1085880229, 1857010.2425129844 655348.3880305574, 1857018.051319324 655326.2603974936, 1856946.418609194 655300.9818085114, 1856962.0348284673 655256.7279703652, 1857033.6681410016 655282.0048522316, 1857041.4761563374 655259.8769400392, 1857113.1098999542 655285.1530141763, 1857159.9542617647 655152.3784659047, 1857231.5899421987 655177.6494644054, 1857286.2318074696 655022.7356171241, 1857357.8697254218 655048.0006862272, 1857365.67495241 655025.868910961, 1857437.3133013314 655051.1331722653, 1857429.5077732964 655073.2658011512, 1857501.1459510939 655098.530961896, 1857485.5335017252 655142.7976478658, 1857557.171207331 655168.0645616702, 1857447.850308099 655477.9328940731))",+103368-105483,0.6404294976842551,360,1,True,656239.792996396
7,15,"POLYGON ((1964744.554216176 656827.0110025189, 1964830.6294657968 656569.4808759119, 1964902.8564114464 656593.6162937434, 1964816.7779977093 656851.155887128, 1964744.554216176 656827.0110025189))",+104760-104142,0.020535012077195502,11,1,True,656851.155887128
8,3,"POLYGON ((1801608.9671432134 670946.4401211896, 1801537.8597516946 670919.958652638, 1801529.865139383 670941.4251989895, 1801458.758189277 670914.9429300199, 1801442.768828419 670957.8740423601, 1801371.662635294 670931.3901256928, 1801363.66788678 670952.8546916873, 1801292.562135084 670926.3699746167, 1801204.6064932328 671162.4645926289, 1801275.7087728928 671188.958629499, 1801211.7190709799 671360.6633418459, 1801282.8189505949 671387.1642033695, 1801258.8176452073 671451.5544393611, 1801329.9167032852 671478.0578893917, 1801313.9139226403 671520.9859310972, 1801385.0124749308 671547.4911224265, 1801336.9960996949 671676.2780422283, 1801265.8994425542 671649.7677678305, 1801233.884674128 671735.6204184226, 1801162.7894064644 671709.1068023181, 1801178.796670338 671666.1823620695, 1801107.70089667 671639.6704871962, 1801115.703829097 671618.2089711793, 1801044.6078653585 671591.6979903858, 1801100.61902082 671441.4706385891, 1801029.5209718775 671414.9656349056, 1801037.5212267933 671393.5050504736, 1800966.4229878571 671367.0009408816, 1800974.422671244 671345.5411083108, 1801045.52122599 671372.0443707154, 1801101.514060154 671221.8169434991, 1801030.41329502 671195.3196115126, 1801134.3626384553 670916.324443665, 1801205.4675072834 670942.8107615288, 1801221.4565092295 670899.885304418, 1801150.351009215 670873.400681091, 1801158.3448109936 670851.9386569232, 1801229.450626586 670878.4224329762, 1801261.424538543 670792.5699946969, 1801332.531742189 670819.0504284801, 1801340.524896333 670797.5862335035, 1801198.3099838288 670744.6271073882, 1801206.3022511764 670723.1645117647, 1801348.517794716 670776.121943285, 1801372.4949552827 670711.7285012035, 1801301.3861740977 670685.2523039295, 1801325.3600863672 670620.8605467259, 1801396.4698139546 670647.3342020491, 1801388.4784501656 670668.7990636587, 1801459.5879881433 670695.2736131566, 1801467.5796673903 670673.8079042247, 1801538.689646683 670700.2816532559, 1801522.705401483 670743.214670536, 1801593.814875705 670769.6901610697, 1801569.835643035 670834.0915146627, 1801640.9442966538 670860.5695940055, 1801608.9671432134 670946.4401211896), (1801522.705401483 670743.214670536, 1801514.7128952015 670764.6810363253, 1801443.6038623147 670738.2047453343, 1801451.5960531174 670716.7392268612, 1801522.705401483 670743.214670536))",+101910-106105,0.23471195597680347,135,1,True,671735.6204184226
9,2,"POLYGON ((1689559.3452690623 679505.4042254577, 1689591.7304941483 679424.8742895824, 1689521.4929764087 679396.6301192308, 1689586.2492194702 679235.5723127892, 1689516.0091273917 679207.3348853337, 1689637.3806549984 678905.3474182558, 1689848.1164222055 678990.0221779925, 1689823.8434077746 679050.4289399455, 1689894.087890007 679078.6564655405, 1689853.6263855316 679179.3366588168, 1689923.8693036428 679207.5684167527, 1689851.0204519376 679388.7942219377, 1689921.2604597872 679417.0335599985, 1689872.681742536 679537.8514444607, 1689942.9198490158 679566.0958515587, 1689894.3304746156 679686.9152841613, 1689964.5666793636 679715.1647601703, 1689940.2677431023 679775.5756844212, 1690010.503055733 679803.8277185245, 1690002.4025937743 679823.9653371447, 1690072.6376875215 679852.2182555215, 1690024.0278566882 679973.04696147, 1689953.794783041 679944.7890217613, 1689961.8966847025 679924.6519823289, 1689891.663392109 679896.3949268782, 1689907.865802203 679856.1222321661, 1689837.6319539864 679827.8668978581, 1689845.732462447 679807.7312425956, 1689775.4983953089 679779.4767925475, 1689791.6980191118 679739.2068662443, 1689721.4633964044 679710.9541373493, 1689737.6613872312 679670.6854987962, 1689667.4262089883 679642.4344910609, 1689683.6225669107 679602.1671403092, 1689613.3868331716 679573.9178537432, 1689629.5815582608 679533.651790846, 1689559.3452690623 679505.4042254577))",+99728-107435,0.2658326819823916,161,1,True,679973.04696147
